"Permit Number","Permit Name","DBA","Class","Class Issue Status","Date Of Action","Street1","Street2","City","State","Zip","City/Twp of Premises","County","Agency Number","Quota Exempt Class","Site Location Vote"
"0828730","BOOKERS ENTERPRISE II LLC","DBA BOOKERS LOUNGE","D3","ISSUED","3/8/2019","13179 CEDAR RD","","CLEVELAND HGHTS","OH","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"0828635","BOOKHOUSE BREWING LLC","","A1A","ISSUED","9/14/2018","1526 W 25TH ST STE C & D","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"0828635","BOOKHOUSE BREWING LLC","","A1C","ISSUED","7/17/2018","1526 W 25TH ST STE C & D","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"0828635","BOOKHOUSE BREWING LLC","","A2","ISSUED","7/17/2018","1526 W 25TH ST STE C & D","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"0828635","BOOKHOUSE BREWING LLC","","D6","ISSUED","7/17/2018","1526 W 25TH ST STE C & D","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"0828814","BOOKLEIN BOOKS AND NEWS INC","","C1","ISSUED","8/6/2009","1228 EUCLID AVE STE 102 1ST FLR ONLY","","CLEVELAND","OH","44115","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"0828814","BOOKLEIN BOOKS AND NEWS INC","","C2","ISSUED","8/9/2022","1228 EUCLID AVE STE 102 1ST FLR ONLY","","CLEVELAND","OH","44115","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"0852022","BOSS DOG BREWING CO LLC","","A1A","ISSUED","10/30/2017","2179 LEE RD 1ST FL SW CORNER","","CLEVELAND HGTS","OH","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"0852022","BOSS DOG BREWING CO LLC","","A1C","ISSUED","10/3/2017","2179 LEE RD 1ST FL SW CORNER","","CLEVELAND HGTS","OH","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"0855865","BOSWORTH ENTERPRISES INC","DBA BOSWORTH TAVERN & PATIO","D5","ISSUED","8/24/2015","3655-57 BOSWORTH RD 1ST FL","","CLEVELAND","OHIO","44111","CLEVELAND","CUYAHOGA","00925","NOT A QUOTA EXEMPT CLASS","NO"
"0863710","BOUNDARY ELECTRONICS INC","DBA WESTPARK EAGLE SUPERMARKET","C2","ISSUED","9/1/1993","4483 ROCKY RIVER DR","","CLEVELAND","OHIO","44135","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"0863710","BOUNDARY ELECTRONICS INC","DBA WESTPARK EAGLE SUPERMARKET","C2X","ISSUED","9/1/1993","4483 ROCKY RIVER DR","","CLEVELAND","OHIO","44135","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"0900341","BRACKLAND GROCERY STORE LLC","DBA BRACKLAND GROCERY STORE 1ST FL FRONT","C1","ISSUED","5/17/2017","720 E 131ST ST","","CLEVELAND","OH","44108","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"0909290","BRAHAMANI FOOD LLC","DBA CONVENIENT FOOD MART #3053","C1","ISSUED","7/7/2015","5741 MEMPHIS AV","","CLEVELAND","OHIO","44144","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"0909290","BRAHAMANI FOOD LLC","DBA CONVENIENT FOOD MART #3053","C2","ISSUED","7/7/2015","5741 MEMPHIS AV","","CLEVELAND","OHIO","44144","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"0920025","BRAUHAUS CLEVELAND LLC","DBA HOFBRAUHAUS CLEVELAND","A1A","ISSUED","10/6/2014","1550 CHESTER AV & PATIO","","CLEVELAND","OH","44114","CLEVELAND","CUYAHOGA","00992","NOT A QUOTA EXEMPT CLASS","NO"
"0920025","BRAUHAUS CLEVELAND LLC","DBA HOFBRAUHAUS CLEVELAND","A1C","ISSUED","10/6/2014","1550 CHESTER AV & PATIO","","CLEVELAND","OH","44114","CLEVELAND","CUYAHOGA","00992","NOT A QUOTA EXEMPT CLASS","NO"
"0920025","BRAUHAUS CLEVELAND LLC","DBA HOFBRAUHAUS CLEVELAND","D6","ISSUED","10/6/2014","1550 CHESTER AV & PATIO","","CLEVELAND","OH","44114","CLEVELAND","CUYAHOGA","00992","NOT A QUOTA EXEMPT CLASS","NO"
"092002500003","BRAUHAUS CLEVELAND LLC BAR 3 CONCESSION STAND","","A1A","ISSUED","10/6/2014","1550 CHESTER AV","","CLEVELAND","OH","44114","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"092002500003","BRAUHAUS CLEVELAND LLC BAR 3 CONCESSION STAND","","D6","ISSUED","10/6/2014","1550 CHESTER AV","","CLEVELAND","OH","44114","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"092002500004","BRAUHAUS CLEVELAND LLC BAR 4 BASEMENT","","A1A","ISSUED","10/6/2014","1550 CHESTER AV","","CLEVELAND","OH","44114","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"092002500004","BRAUHAUS CLEVELAND LLC BAR 4 BASEMENT","","D6","ISSUED","10/6/2014","1550 CHESTER AV","","CLEVELAND","OH","44114","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"0938151","BREAKING POINT BREWERY LLC","DBA BREAKING POINT BREWERY","A1C","ISSUED","1/24/2017","1540 MIDDLETON RD S/UNIT OF OUTBUILDING","","CLEVELAND HEIGHTS","OH","44121","CLEVELAND HGTS","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"09124150035","BREWDOG BREWING CO LLC","DBA BREWDOG 1ST FL & REAR PATIO","A1A","ISSUED","11/23/2021","1956 CARTER RD","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"09124150035","BREWDOG BREWING CO LLC","DBA BREWDOG 1ST FL & REAR PATIO","A1C","ISSUED","11/23/2021","1956 CARTER RD","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"09124150035","BREWDOG BREWING CO LLC","DBA BREWDOG 1ST FL & REAR PATIO","D6","ISSUED","11/23/2021","1956 CARTER RD","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"0912632","BREWNUTS LLC","","D5J","ISSUED","8/15/2017","6501 DETROIT AV 1ST FL & BSMT","","CLEVELAND","OH","44102","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","YES"
"0912632","BREWNUTS LLC","","D6","ISSUED","8/15/2017","6501 DETROIT AV 1ST FL & BSMT","","CLEVELAND","OH","44102","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","YES"
"0958768","BRINOR INC","DBA LEATHER STALLION SALOON","D2","ISSUED","4/17/1984","2205 ST CLAIR AV","1ST & 2ND FLS BSMT & PATIO","CLEVELAND","OHIO","44114","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"0958768","BRINOR INC","DBA LEATHER STALLION SALOON","D2X","ISSUED","4/17/1984","2205 ST CLAIR AV","1ST & 2ND FLS BSMT & PATIO","CLEVELAND","OHIO","44114","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"0958768","BRINOR INC","DBA LEATHER STALLION SALOON","D3","ISSUED","4/17/1984","2205 ST CLAIR AV","1ST & 2ND FLS BSMT & PATIO","CLEVELAND","OHIO","44114","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"0958768","BRINOR INC","DBA LEATHER STALLION SALOON","D3A","ISSUED","4/17/1984","2205 ST CLAIR AV","1ST & 2ND FLS BSMT & PATIO","CLEVELAND","OHIO","44114","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"0958768","BRINOR INC","DBA LEATHER STALLION SALOON","D6","ISSUED","4/17/1984","2205 ST CLAIR AV","1ST & 2ND FLS BSMT & PATIO","CLEVELAND","OHIO","44114","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"0960146","BROADVIEW GAS MART INC","DBA ONS SUNOCO","C1","ISSUED","10/7/2021","2039 BROADVIEW RD","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"0960146","BROADVIEW GAS MART INC","DBA ONS SUNOCO","C2","ISSUED","10/7/2021","2039 BROADVIEW RD","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"0960146","BROADVIEW GAS MART INC","DBA ONS SUNOCO","D6","ISSUED","12/29/2022","2039 BROADVIEW RD","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","YES"
"0985160","BROOKS BEVERAGE LLC","DBA EDDIES DISCOUNT INC","C1","ISSUED","12/10/2021","2223 NOBLE RD","","CLEVELAND HGTS","OHIO","44112","CLEVELAND HGTS","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"0985160","BROOKS BEVERAGE LLC","DBA EDDIES DISCOUNT INC","C2","ISSUED","12/10/2021","2223 NOBLE RD","","CLEVELAND HGTS","OHIO","44112","CLEVELAND HGTS","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"0985160","BROOKS BEVERAGE LLC","DBA EDDIES DISCOUNT INC","D6","ISSUED","12/10/2021","2223 NOBLE RD","","CLEVELAND HGTS","OHIO","44112","CLEVELAND HGTS","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"0988201","BROOKVIEW 2168 LLC","DBA BROOKVIEW TAVERN","D2","ISSUED","1/22/2010","2168 BROOKPARK RD & PATIO","","CLEVELAND","OHIO","44134","CLEVELAND","CUYAHOGA","00993","NOT A QUOTA EXEMPT CLASS","NO"
"0988201","BROOKVIEW 2168 LLC","DBA BROOKVIEW TAVERN","D2X","ISSUED","1/22/2010","2168 BROOKPARK RD & PATIO","","CLEVELAND","OHIO","44134","CLEVELAND","CUYAHOGA","00993","NOT A QUOTA EXEMPT CLASS","NO"
"0988201","BROOKVIEW 2168 LLC","DBA BROOKVIEW TAVERN","D3","ISSUED","1/22/2010","2168 BROOKPARK RD & PATIO","","CLEVELAND","OHIO","44134","CLEVELAND","CUYAHOGA","00993","NOT A QUOTA EXEMPT CLASS","NO"
"0988201","BROOKVIEW 2168 LLC","DBA BROOKVIEW TAVERN","D3A","ISSUED","1/22/2010","2168 BROOKPARK RD & PATIO","","CLEVELAND","OHIO","44134","CLEVELAND","CUYAHOGA","00993","NOT A QUOTA EXEMPT CLASS","NO"
"0988201","BROOKVIEW 2168 LLC","DBA BROOKVIEW TAVERN","D6","ISSUED","1/22/2010","2168 BROOKPARK RD & PATIO","","CLEVELAND","OHIO","44134","CLEVELAND","CUYAHOGA","00993","NOT A QUOTA EXEMPT CLASS","YES"
"0993522","BROTHERS GROCERY INC","DBA FRIENDLY FOOD MART","C1","ISSUED","10/7/2021","4050 W 140TH ST & BSMT","","CLEVELAND","OHIO","44135","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"0993522","BROTHERS GROCERY INC","DBA FRIENDLY FOOD MART","C2","ISSUED","10/7/2021","4050 W 140TH ST & BSMT","","CLEVELAND","OHIO","44135","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"0997345","BROTHERS LOUNGE LLC","DBA BROTHERS LOUNGE BAR 1 W/END BLDG BAR 2 E/END BLDG","D1","ISSUED","3/6/2008","11609 DETROIT AV 1ST FL ONLY & PATIO","","CLEVELAND","OH","44102","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"0997345","BROTHERS LOUNGE LLC","DBA BROTHERS LOUNGE BAR 1 W/END BLDG BAR 2 E/END BLDG","D2","ISSUED","3/6/2008","11609 DETROIT AV 1ST FL ONLY & PATIO","","CLEVELAND","OH","44102","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"0997345","BROTHERS LOUNGE LLC","DBA BROTHERS LOUNGE BAR 1 W/END BLDG BAR 2 E/END BLDG","D3","ISSUED","3/6/2008","11609 DETROIT AV 1ST FL ONLY & PATIO","","CLEVELAND","OH","44102","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"0997345","BROTHERS LOUNGE LLC","DBA BROTHERS LOUNGE BAR 1 W/END BLDG BAR 2 E/END BLDG","D3A","ISSUED","3/6/2008","11609 DETROIT AV 1ST FL ONLY & PATIO","","CLEVELAND","OH","44102","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"0997345","BROTHERS LOUNGE LLC","DBA BROTHERS LOUNGE BAR 1 W/END BLDG BAR 2 E/END BLDG","D6","ISSUED","3/6/2008","11609 DETROIT AV 1ST FL ONLY & PATIO","","CLEVELAND","OH","44102","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"099734500003","BROTHERS LOUNGE LLC","","D2","ISSUED","10/23/2015","11609 DETROIT RD 1ST FLR BSMT & PATIO","","CLEVELAND","OH","44102","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"099734500003","BROTHERS LOUNGE LLC","","D3","ISSUED","10/23/2015","11609 DETROIT RD 1ST FLR BSMT & PATIO","","CLEVELAND","OH","44102","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"099734500003","BROTHERS LOUNGE LLC","","D3A","ISSUED","10/23/2015","11609 DETROIT RD 1ST FLR BSMT & PATIO","","CLEVELAND","OH","44102","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"099734500003","BROTHERS LOUNGE LLC","","D6","ISSUED","10/23/2015","11609 DETROIT RD 1ST FLR BSMT & PATIO","","CLEVELAND","OH","44102","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"0985340","BROWNHOIST CIDER CO LLC","","A2","ISSUED","2/16/2022","4403 ST CLAIR AVE","","CLEVELAND","OH","44103","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"0985340","BROWNHOIST CIDER CO LLC","","B2A","ISSUED","2/16/2022","4403 ST CLAIR AVE","","CLEVELAND","OH","44103","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"1049062","BRUNOS RISTORANTE & CATERING LLC","DBA BRUNOS RISTORANTE","D2","ISSUED","10/5/2009","2644 W 41ST ST & PATIO","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"1049062","BRUNOS RISTORANTE & CATERING LLC","DBA BRUNOS RISTORANTE","D2X","ISSUED","10/5/2009","2644 W 41ST ST & PATIO","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"1049062","BRUNOS RISTORANTE & CATERING LLC","DBA BRUNOS RISTORANTE","D3","ISSUED","10/5/2009","2644 W 41ST ST & PATIO","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"1116014","BURLAP INC","DBA THE SUPPERCLUB 1ST FL & BSMT","D5","ISSUED","5/22/2015","2710 LORAIN AV","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00989","NOT A QUOTA EXEMPT CLASS","NO"
"1116014","BURLAP INC","DBA THE SUPPERCLUB 1ST FL & BSMT","D6","ISSUED","5/22/2015","2710 LORAIN AV","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00989","NOT A QUOTA EXEMPT CLASS","NO"
"1128498","BURSON RESTAURANT MANAGEMENT LTD","DBA HURON POINT TAVERN 1ST FL & BSMT & PATIO","D5","ISSUED","12/15/2011","828 HURON ROAD","","CLEVELAND","OHIO","44115","CLEVELAND","CUYAHOGA","00969","NOT A QUOTA EXEMPT CLASS","NO"
"1129803","BURTON ENTERPRISES INC","DBA FIRST PAGE LOUNGE","D5","ISSUED","2/9/1982","8329 QUINCY AV 1ST FL & BSMT","","CLEVELAND","OHIO","44104","CLEVELAND","CUYAHOGA","00990","NOT A QUOTA EXEMPT CLASS","NO"
"1129803","BURTON ENTERPRISES INC","DBA FIRST PAGE LOUNGE","D6","ISSUED","2/9/1982","8329 QUINCY AV 1ST FL & BSMT","","CLEVELAND","OHIO","44104","CLEVELAND","CUYAHOGA","00990","NOT A QUOTA EXEMPT CLASS","NO"
"1154255","BUTLERS ON LARCHMERE LLC","DBA ACADEMY TAVERN 1ST FL & BSMT & PATIO","D5","ISSUED","11/14/2019","12800 LARCHMERE AV","","CLEVELAND","OHIO","44120","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"1154255","BUTLERS ON LARCHMERE LLC","DBA ACADEMY TAVERN 1ST FL & BSMT & PATIO","D6","ISSUED","11/14/2019","12800 LARCHMERE AV","","CLEVELAND","OHIO","44120","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"1145915","BUTTER HOSPITALITY LLC","DBA MOJO & PATIO","D5","ISSUED","11/29/2016","2196 LEE RD","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"1145915","BUTTER HOSPITALITY LLC","DBA MOJO & PATIO","D6","ISSUED","11/29/2016","2196 LEE RD","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"11643550011","C E A M INVESTMENT CORP","DBA CONSTANTINOS MARKET 1ST FL FRONT & PATIO","D1","ISSUED","3/25/2021","1278 W 9TH ST COMMERCIAL & UNIT 505","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"11643550011","C E A M INVESTMENT CORP","DBA CONSTANTINOS MARKET 1ST FL FRONT & PATIO","D2","ISSUED","3/25/2021","1278 W 9TH ST COMMERCIAL & UNIT 505","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"11643550011","C E A M INVESTMENT CORP","DBA CONSTANTINOS MARKET 1ST FL FRONT & PATIO","D6","ISSUED","8/8/2013","1278 W 9TH ST COMMERCIAL & UNIT 505","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"1178095","CAFE BON APPEATITE INC","DBA THE WHISKEY BAR","D5","ISSUED","7/11/2017","2767 EUCLID HTS BLVD","","CLEVELAND HEIGHTS","OH","44106","CLEVELAND HGTS","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"11924530010","CALIFORNIA MARKET INC","DBA CALIFORNIA MARKET","C1","ISSUED","11/6/2017","7914 ST CLAIR AVE","","CLEVELAND","OH","44103","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"11924530010","CALIFORNIA MARKET INC","DBA CALIFORNIA MARKET","C2","ISSUED","11/6/2017","7914 ST CLAIR AVE","","CLEVELAND","OH","44103","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"12003740005","CAMARGO INC","","D5","ISSUED","5/23/1980","4150-52 LORAIN AV 1ST FL & BASEMENT","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"12335060125","CAPL RETAIL LLC","DBA JOES QUICK MARTS","C1","ISSUED","10/1/2023","3983 MAYFIELD RD","","CLEVELAND HGTS","OH","44121","CLEVELAND HGTS","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"12335060125","CAPL RETAIL LLC","DBA JOES QUICK MARTS","C2","ISSUED","10/1/2023","3983 MAYFIELD RD","","CLEVELAND HGTS","OH","44121","CLEVELAND HGTS","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"1245320","CAPTAIN RAFAELS LLC","DBA NUEVO","D1","ISSUED","7/12/2016","PATIO & TERRACES","1000 E 9TH ST","CLEVELAND","OH","44114","CLEVELAND","CUYAHOGA","00944","TRANSFER EXEMPT","NO"
"1245320","CAPTAIN RAFAELS LLC","DBA NUEVO","D2","ISSUED","7/12/2016","PATIO & TERRACES","1000 E 9TH ST","CLEVELAND","OH","44114","CLEVELAND","CUYAHOGA","00944","TRANSFER EXEMPT","NO"
"1245320","CAPTAIN RAFAELS LLC","DBA NUEVO","D3","ISSUED","7/12/2016","PATIO & TERRACES","1000 E 9TH ST","CLEVELAND","OH","44114","CLEVELAND","CUYAHOGA","00944","TRANSFER EXEMPT","NO"
"1245320","CAPTAIN RAFAELS LLC","DBA NUEVO","D3A","ISSUED","7/12/2016","PATIO & TERRACES","1000 E 9TH ST","CLEVELAND","OH","44114","CLEVELAND","CUYAHOGA","00944","TRANSFER EXEMPT","NO"
"1245320","CAPTAIN RAFAELS LLC","DBA NUEVO","D6","ISSUED","7/12/2016","PATIO & TERRACES","1000 E 9TH ST","CLEVELAND","OH","44114","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"1257407","CARIQUE HOSPITALITY LLC","","D5A","ISSUED","6/5/2013","1111 W 10TH ST & PATIO","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"1257407","CARIQUE HOSPITALITY LLC","","D6","ISSUED","6/5/2013","1111 W 10TH ST & PATIO","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"1258535","CARL ZACH MURRAY HILL LLC","","D1","ISSUED","8/29/2023","2181 MURRAY HILL RD & PATIO","","CLEVELAND","OH","44106","CLEVELAND","CUYAHOGA","00404","NOT A QUOTA EXEMPT CLASS","NO"
"1258535","CARL ZACH MURRAY HILL LLC","","D2","ISSUED","8/29/2023","2181 MURRAY HILL RD & PATIO","","CLEVELAND","OH","44106","CLEVELAND","CUYAHOGA","00404","NOT A QUOTA EXEMPT CLASS","NO"
"1258535","CARL ZACH MURRAY HILL LLC","","D3","ISSUED","8/29/2023","2181 MURRAY HILL RD & PATIO","","CLEVELAND","OH","44106","CLEVELAND","CUYAHOGA","00404","NOT A QUOTA EXEMPT CLASS","NO"
"1258535","CARL ZACH MURRAY HILL LLC","","D6","ISSUED","8/29/2023","2181 MURRAY HILL RD & PATIO","","CLEVELAND","OH","44106","CLEVELAND","CUYAHOGA","00404","NOT A QUOTA EXEMPT CLASS","NO"
"1269332","CARNEGIE ENERGY INC","DBA CARNEGIE BP","C2","ISSUED","7/8/2008","900 CARNEGIE AV","","CLEVELAND","OHIO","44115","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"1269332","CARNEGIE ENERGY INC","DBA CARNEGIE BP","C2X","ISSUED","7/8/2008","900 CARNEGIE AV","","CLEVELAND","OHIO","44115","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"1272375","CARNEYS BAR LLC","","D5","ISSUED","2/6/2019","1329 WASHINGTON AV & PATIO","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"1272375","CARNEYS BAR LLC","","D6","ISSUED","2/6/2019","1329 WASHINGTON AV & PATIO","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"12731270005","CAROLINAS BEVERAGE LLC","DBA CAFFE ROMA & PATIOS","D5","ISSUED","12/4/2015","13000-06 LORAIN AV","","CLEVELAND","OH","44111","CLEVELAND","CUYAHOGA","00925","TRANSFER EXEMPT","NO"
"12731270005","CAROLINAS BEVERAGE LLC","DBA CAFFE ROMA & PATIOS","D6","ISSUED","12/7/2016","13000-06 LORAIN AV","","CLEVELAND","OH","44111","CLEVELAND","CUYAHOGA","00925","NOT A QUOTA EXEMPT CLASS","YES"
"8407828","CAROLYN SPARENT","DBA LOUS TAVERN","D1","ISSUED","5/4/2000","1931 COLTMAN RD 1ST FL","","CLEVELAND","OHIO","44106","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"8407828","CAROLYN SPARENT","DBA LOUS TAVERN","D2","ISSUED","5/4/2000","1931 COLTMAN RD 1ST FL","","CLEVELAND","OHIO","44106","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"8407828","CAROLYN SPARENT","DBA LOUS TAVERN","D6","ISSUED","5/4/2000","1931 COLTMAN RD 1ST FL","","CLEVELAND","OHIO","44106","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"1301453","CARTHAGE PLACE INC","DBA TONYS DELICATESSEN","C2","ISSUED","6/4/1987","3264 SCRANTON RD 1ST FL & BSMT","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"1301453","CARTHAGE PLACE INC","DBA TONYS DELICATESSEN","C2X","ISSUED","6/4/1987","3264 SCRANTON RD 1ST FL & BSMT","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"1312908","CASEY JONES TAVERN INC","","D5","ISSUED","12/17/2004","14026 TRISKETT RD","","CLEVELAND","OHIO","44111","CLEVELAND","CUYAHOGA","00989","NOT A QUOTA EXEMPT CLASS","NO"
"1312908","CASEY JONES TAVERN INC","","D6","ISSUED","6/8/2006","14026 TRISKETT RD","","CLEVELAND","OHIO","44111","CLEVELAND","CUYAHOGA","00989","NOT A QUOTA EXEMPT CLASS","YES"
"1414139","CBC RESTAURANTS LLC","DBA CLEVELAND BREAKFAST CLUB 1ST FL BSMT & PATIO","D5","ISSUED","11/25/2022","13228 SHAKER SQUARE","","CLEVELAND","OH","44120","CLEVELAND","CUYAHOGA","00919","TRANSFER EXEMPT","NO"
"1414139","CBC RESTAURANTS LLC","DBA CLEVELAND BREAKFAST CLUB 1ST FL BSMT & PATIO","D6","ISSUED","11/25/2022","13228 SHAKER SQUARE","","CLEVELAND","OH","44120","CLEVELAND","CUYAHOGA","00919","NOT A QUOTA EXEMPT CLASS","NO"
"1190854","CBJF INC","DBA CENTRAL CONVENIENT","C2","ISSUED","4/5/2023","7401-05 CENTRAL AVE","","CLEVELAND","OH","44104","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"1190854","CBJF INC","DBA CENTRAL CONVENIENT","C2X","ISSUED","4/5/2023","7401-05 CENTRAL AVE","","CLEVELAND","OH","44104","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
